104	0000,0000,0000,0001,0000,0000,0000,000b,0000,0000,0000,0049,0000,0000,0000,0023,0000,0000,0000,0000,0000,0000,0000,005c,0000,0000,0000,0099
105	0000,0000,0000,0001,0000,0000,0000,0009,0000,0000,0000,0044,0000,0000,0000,003a,0000,0000,0000,0058,0000,0000,0000,007b,0000,0000,0000,00a1
106	0000,0000,0000,0005,0000,0000,0000,000c,0000,0000,0000,0045,0000,0000,0000,001c,0000,0000,0000,0000,0000,0000,0000,0080,0000,0000,0000,008d
107	0000,0000,0000,0003,0000,0000,0000,0015,0000,0000,0000,0053,0000,0000,0000,001c,0000,0000,0000,0000,0000,0000,0000,007a,0000,0000,0000,00a2
108	0000,0000,0000,0007,0000,0000,0000,000e,0000,0000,0000,0052,0000,0000,0000,0030,0000,0000,0000,0057,0000,0000,0000,0000,0000,0000,0000,00a0
109	0000,0000,0000,0006,0000,0000,0000,000e,0000,0000,0000,0047,0000,0000,0000,001f,0000,0000,0000,0059,0000,0000,0000,005c,0000,0000,0000,0000
110	0000,0000,0000,0008,0000,0000,0000,0018,0000,0000,0000,0040,0000,0000,0000,0025,0000,0000,0000,0054,0000,0000,0000,007b,0000,0000,0000,008b
111	0000,0000,0000,0006,0000,0000,0000,000b,0000,0000,0000,003e,0000,0000,0000,0025,0000,0000,0000,0000,0000,0000,0000,006c,0000,0000,0000,0088
112	0000,0000,0000,0005,0000,0000,0000,000d,0000,0000,0000,0052,0000,0000,0000,001c,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,008f
113	0000,0000,0000,0004,0000,0000,0000,0009,0000,0000,0000,0053,0000,0000,0000,001c,0000,0000,0000,0000,0000,0000,0000,006f,0000,0000,0000,0096
114	0000,0000,0000,0008,0000,0000,0000,000e,0000,0000,0000,0049,0000,0000,0000,001f,0000,0000,0000,0058,0000,0000,0000,0064,0000,0000,0000,00a1
115	0000,0000,0000,0007,0000,0000,0000,000d,0000,0000,0000,0040,0000,0000,0000,001e,0000,0000,0000,0000,0000,0000,0000,0078,0000,0000,0000,0089
116	0000,0000,0000,0001,0000,0000,0000,0009,0000,0000,0000,0044,0000,0000,0000,0028,0000,0000,0000,0000,0000,0000,0000,0078,0000,0000,0000,0000
117	0000,0000,0000,0003,0000,0000,0000,0018,0000,0000,0000,0046,0000,0000,0000,001f,0000,0000,0000,0000,0000,0000,0000,006f,0000,0000,0000,008b
118	0000,0000,0000,0005,0000,0000,0000,0018,0000,0000,0000,0041,0000,0000,0000,0021,0000,0000,0000,0000,0000,0000,0000,006f,0000,0000,0000,0000
119	0000,0000,0000,0003,0000,0000,0000,0012,0000,0000,0000,003e,0000,0000,0000,0035,0000,0000,0000,0059,0000,0000,0000,0068,0000,0000,0000,008b
120	0000,0000,0000,0001,0000,0000,0000,000b,0000,0000,0000,0048,0000,0000,0000,0024,0000,0000,0000,0058,0000,0000,0000,0084,0000,0000,0000,00a0
121	0000,0000,0000,0003,0000,0000,0000,000b,0000,0000,0000,0046,0000,0000,0000,0025,0000,0000,0000,0057,0000,0000,0000,0000,0000,0000,0000,00a1
122	0000,0000,0000,0006,0000,0000,0000,0014,0000,0000,0000,0048,0000,0000,0000,001f,0000,0000,0000,0059,0000,0000,0000,0076,0000,0000,0000,0000
123	0000,0000,0000,0005,0000,0000,0000,001a,0000,0000,0000,0044,0000,0000,0000,001e,0000,0000,0000,0000,0000,0000,0000,005f,0000,0000,0000,00a3
124	0000,0000,0000,0004,0000,0000,0000,001a,0000,0000,0000,0047,0000,0000,0000,001f,0000,0000,0000,0000,0000,0000,0000,0068,0000,0000,0000,00a2
125	0000,0000,0000,0006,0000,0000,0000,0011,0000,0000,0000,0044,0000,0000,0000,001f,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0085
126	0000,0000,0000,0002,0000,0000,0000,001b,0000,0000,0000,0044,0000,0000,0000,0030,0000,0000,0000,0058,0000,0000,0000,006f,0000,0000,0000,009f
127	0000,0000,0000,0006,0000,0000,0000,000d,0000,0000,0000,0045,0000,0000,0000,0030,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,009e
128	0000,0000,0000,0008,0000,0000,0000,0012,0000,0000,0000,004a,0000,0000,0000,001c,0000,0000,0000,0000,0000,0000,0000,006d,0000,0000,0000,00a6
129	0000,0000,0000,0005,0000,0000,0000,0014,0000,0000,0000,0042,0000,0000,0000,003a,0000,0000,0000,0000,0000,0000,0000,007d,0000,0000,0000,0086
130	0000,0000,0000,0001,0000,0000,0000,0014,0000,0000,0000,0042,0000,0000,0000,001c,0000,0000,0000,0000,0000,0000,0000,0082,0000,0000,0000,0000
131	0000,0000,0000,0004,0000,0000,0000,000e,0000,0000,0000,0042,0000,0000,0000,001c,0000,0000,0000,0000,0000,0000,0000,0063,0000,0000,0000,0000
132	0000,0000,0000,0002,0000,0000,0000,0015,0000,0000,0000,0051,0000,0000,0000,002a,0000,0000,0000,0059,0000,0000,0000,005f,0000,0000,0000,0093
133	0000,0000,0000,0001,0000,0000,0000,000b,0000,0000,0000,0042,0000,0000,0000,0025,0000,0000,0000,0000,0000,0000,0000,005f,0000,0000,0000,0000
134	0000,0000,0000,0002,0000,0000,0000,000e,0000,0000,0000,004b,0000,0000,0000,0025,0000,0000,0000,0000,0000,0000,0000,0077,0000,0000,0000,0095
135	0000,0000,0000,0003,0000,0000,0000,0014,0000,0000,0000,004d,0000,0000,0000,001c,0000,0000,0000,0057,0000,0000,0000,006e,0000,0000,0000,009e
136	0000,0000,0000,0003,0000,0000,0000,0018,0000,0000,0000,0048,0000,0000,0000,0038,0000,0000,0000,0000,0000,0000,0000,0068,0000,0000,0000,0000
137	0000,0000,0000,0005,0000,0000,0000,000f,0000,0000,0000,0045,0000,0000,0000,001c,0000,0000,0000,0000,0000,0000,0000,007d,0000,0000,0000,00a2
138	0000,0000,0000,0006,0000,0000,0000,000e,0000,0000,0000,0040,0000,0000,0000,0038,0000,0000,0000,0054,0000,0000,0000,005c,0000,0000,0000,0095
139	0000,0000,0000,0002,0000,0000,0000,001b,0000,0000,0000,0052,0000,0000,0000,0025,0000,0000,0000,0000,0000,0000,0000,0073,0000,0000,0000,0085
140	0000,0000,0000,0008,0000,0000,0000,000c,0000,0000,0000,0047,0000,0000,0000,0025,0000,0000,0000,0000,0000,0000,0000,0075,0000,0000,0000,0000
141	0000,0000,0000,0001,0000,0000,0000,000d,0000,0000,0000,0043,0000,0000,0000,002f,0000,0000,0000,0058,0000,0000,0000,0068,0000,0000,0000,0000
142	0000,0000,0000,0003,0000,0000,0000,000a,0000,0000,0000,004f,0000,0000,0000,001c,0000,0000,0000,0056,0000,0000,0000,0061,0000,0000,0000,0089
143	0000,0000,0000,0002,0000,0000,0000,000d,0000,0000,0000,0042,0000,0000,0000,001c,0000,0000,0000,0000,0000,0000,0000,005d,0000,0000,0000,008b
144	0000,0000,0000,0006,0000,0000,0000,001a,0000,0000,0000,0051,0000,0000,0000,0038,0000,0000,0000,0000,0000,0000,0000,007f,0000,0000,0000,0092
145	0000,0000,0000,0006,0000,0000,0000,0009,0000,0000,0000,003d,0000,0000,0000,0025,0000,0000,0000,0000,0000,0000,0000,0063,0000,0000,0000,009d
146	0000,0000,0000,0004,0000,0000,0000,001b,0000,0000,0000,004b,0000,0000,0000,0035,0000,0000,0000,0000,0000,0000,0000,0077,0000,0000,0000,0090
147	0000,0000,0000,0006,0000,0000,0000,001b,0000,0000,0000,0042,0000,0000,0000,001c,0000,0000,0000,0058,0000,0000,0000,005f,0000,0000,0000,0000
148	0000,0000,0000,0001,0000,0000,0000,0009,0000,0000,0000,003f,0000,0000,0000,001e,0000,0000,0000,0057,0000,0000,0000,007b,0000,0000,0000,0000
149	0000,0000,0000,0006,0000,0000,0000,001a,0000,0000,0000,003d,0000,0000,0000,001f,0000,0000,0000,0058,0000,0000,0000,0000,0000,0000,0000,0000
150	0000,0000,0000,0004,0000,0000,0000,000e,0000,0000,0000,0042,0000,0000,0000,001c,0000,0000,0000,0000,0000,0000,0000,0066,0000,0000,0000,00a5
151	0000,0000,0000,0004,0000,0000,0000,000a,0000,0000,0000,003f,0000,0000,0000,0028,0000,0000,0000,0000,0000,0000,0000,0064,0000,0000,0000,00a1
152	0000,0000,0000,0002,0000,0000,0000,000b,0000,0000,0000,004d,0000,0000,0000,001c,0000,0000,0000,0059,0000,0000,0000,007d,0000,0000,0000,0093
153	0000,0000,0000,0006,0000,0000,0000,000a,0000,0000,0000,0042,0000,0000,0000,0030,0000,0000,0000,0000,0000,0000,0000,006f,0000,0000,0000,0000
154	0000,0000,0000,0002,0000,0000,0000,0011,0000,0000,0000,0040,0000,0000,0000,001c,0000,0000,0000,0000,0000,0000,0000,007f,0000,0000,0000,0094
155	0000,0000,0000,0003,0000,0000,0000,0010,0000,0000,0000,0050,0000,0000,0000,0030,0000,0000,0000,0058,0000,0000,0000,006d,0000,0000,0000,00a7
156	0000,0000,0000,0006,0000,0000,0000,0011,0000,0000,0000,0052,0000,0000,0000,0025,0000,0000,0000,0000,0000,0000,0000,007d,0000,0000,0000,009e
157	0000,0000,0000,0002,0000,0000,0000,000e,0000,0000,0000,0042,0000,0000,0000,001c,0000,0000,0000,0059,0000,0000,0000,006f,0000,0000,0000,0000
158	0000,0000,0000,0007,0000,0000,0000,000e,0000,0000,0000,0042,0000,0000,0000,0025,0000,0000,0000,0058,0000,0000,0000,0061,0000,0000,0000,0000
159	0000,0000,0000,0001,0000,0000,0000,001b,0000,0000,0000,004d,0000,0000,0000,001c,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000
160	0000,0000,0000,0003,0000,0000,0000,000e,0000,0000,0000,0052,0000,0000,0000,001c,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,00a2
161	0000,0000,0000,0008,0000,0000,0000,0009,0000,0000,0000,004d,0000,0000,0000,0030,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,008e
