1609	0000,0000,0000,0001,0000,0000,0000,0011,0000,0000,0000,0043,0000,0000,0000,0026,0000,0000,0000,0000,0000,0000,0000,0068,0000,0000,0000,00a7
1610	0000,0000,0000,0003,0000,0000,0000,000a,0000,0000,0000,003d,0000,0000,0000,0025,0000,0000,0000,0057,0000,0000,0000,0075,0000,0000,0000,00a2
1611	0000,0000,0000,0006,0000,0000,0000,000d,0000,0000,0000,0042,0000,0000,0000,0035,0000,0000,0000,0059,0000,0000,0000,006c,0000,0000,0000,008e
1612	0000,0000,0000,0004,0000,0000,0000,0013,0000,0000,0000,0040,0000,0000,0000,0039,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,00a2
1613	0000,0000,0000,0005,0000,0000,0000,0018,0000,0000,0000,004d,0000,0000,0000,0034,0000,0000,0000,0000,0000,0000,0000,0078,0000,0000,0000,0000
1614	0000,0000,0000,0007,0000,0000,0000,0012,0000,0000,0000,0047,0000,0000,0000,001d,0000,0000,0000,0054,0000,0000,0000,006f,0000,0000,0000,008d
1615	0000,0000,0000,0004,0000,0000,0000,001b,0000,0000,0000,0050,0000,0000,0000,0025,0000,0000,0000,0059,0000,0000,0000,006b,0000,0000,0000,008b
1616	0000,0000,0000,0001,0000,0000,0000,000e,0000,0000,0000,0050,0000,0000,0000,002c,0000,0000,0000,0000,0000,0000,0000,005b,0000,0000,0000,008e
1617	0000,0000,0000,0004,0000,0000,0000,000b,0000,0000,0000,004a,0000,0000,0000,0030,0000,0000,0000,0000,0000,0000,0000,0077,0000,0000,0000,009f
1618	0000,0000,0000,0002,0000,0000,0000,0011,0000,0000,0000,0042,0000,0000,0000,002f,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,008b
1619	0000,0000,0000,0008,0000,0000,0000,000e,0000,0000,0000,0040,0000,0000,0000,002f,0000,0000,0000,0000,0000,0000,0000,005a,0000,0000,0000,00a0
1620	0000,0000,0000,0008,0000,0000,0000,0015,0000,0000,0000,004c,0000,0000,0000,0025,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000
1621	0000,0000,0000,0003,0000,0000,0000,000e,0000,0000,0000,0052,0000,0000,0000,0039,0000,0000,0000,0056,0000,0000,0000,0000,0000,0000,0000,0091
1622	0000,0000,0000,0001,0000,0000,0000,0014,0000,0000,0000,004d,0000,0000,0000,0025,0000,0000,0000,0058,0000,0000,0000,005c,0000,0000,0000,00a4
1623	0000,0000,0000,0008,0000,0000,0000,0016,0000,0000,0000,004f,0000,0000,0000,001c,0000,0000,0000,0058,0000,0000,0000,0082,0000,0000,0000,0000
1624	0000,0000,0000,0003,0000,0000,0000,0010,0000,0000,0000,004d,0000,0000,0000,0030,0000,0000,0000,0000,0000,0000,0000,0075,0000,0000,0000,0089
1625	0000,0000,0000,0004,0000,0000,0000,0012,0000,0000,0000,003d,0000,0000,0000,0025,0000,0000,0000,0000,0000,0000,0000,0083,0000,0000,0000,00a1
1626	0000,0000,0000,0003,0000,0000,0000,001a,0000,0000,0000,0040,0000,0000,0000,001f,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000
1627	0000,0000,0000,0005,0000,0000,0000,0012,0000,0000,0000,004d,0000,0000,0000,0039,0000,0000,0000,0058,0000,0000,0000,007f,0000,0000,0000,0085
1628	0000,0000,0000,0001,0000,0000,0000,0015,0000,0000,0000,0040,0000,0000,0000,001c,0000,0000,0000,0000,0000,0000,0000,0061,0000,0000,0000,008b
1629	0000,0000,0000,0002,0000,0000,0000,0018,0000,0000,0000,0040,0000,0000,0000,0037,0000,0000,0000,0057,0000,0000,0000,0000,0000,0000,0000,008e
1630	0000,0000,0000,0007,0000,0000,0000,000c,0000,0000,0000,0040,0000,0000,0000,0023,0000,0000,0000,0055,0000,0000,0000,0078,0000,0000,0000,008c
1631	0000,0000,0000,0004,0000,0000,0000,000b,0000,0000,0000,0048,0000,0000,0000,0025,0000,0000,0000,0059,0000,0000,0000,0068,0000,0000,0000,00a0
1632	0000,0000,0000,0003,0000,0000,0000,0011,0000,0000,0000,003d,0000,0000,0000,0034,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,008b
1633	0000,0000,0000,0004,0000,0000,0000,000a,0000,0000,0000,0042,0000,0000,0000,001c,0000,0000,0000,0000,0000,0000,0000,0074,0000,0000,0000,008c
1634	0000,0000,0000,0004,0000,0000,0000,0018,0000,0000,0000,003f,0000,0000,0000,0025,0000,0000,0000,0000,0000,0000,0000,006c,0000,0000,0000,009f
1635	0000,0000,0000,0005,0000,0000,0000,0009,0000,0000,0000,0042,0000,0000,0000,0025,0000,0000,0000,0059,0000,0000,0000,006b,0000,0000,0000,009d
1636	0000,0000,0000,0002,0000,0000,0000,000d,0000,0000,0000,003e,0000,0000,0000,0036,0000,0000,0000,0056,0000,0000,0000,006c,0000,0000,0000,00a1
1637	0000,0000,0000,0008,0000,0000,0000,000f,0000,0000,0000,004d,0000,0000,0000,001c,0000,0000,0000,0054,0000,0000,0000,0075,0000,0000,0000,008f
1638	0000,0000,0000,0001,0000,0000,0000,000d,0000,0000,0000,0050,0000,0000,0000,003b,0000,0000,0000,0059,0000,0000,0000,0000,0000,0000,0000,008b
1639	0000,0000,0000,0004,0000,0000,0000,000d,0000,0000,0000,004f,0000,0000,0000,0032,0000,0000,0000,0000,0000,0000,0000,006c,0000,0000,0000,0090
1640	0000,0000,0000,0008,0000,0000,0000,000e,0000,0000,0000,0042,0000,0000,0000,0025,0000,0000,0000,0000,0000,0000,0000,0064,0000,0000,0000,008b
1641	0000,0000,0000,0006,0000,0000,0000,000e,0000,0000,0000,004f,0000,0000,0000,001c,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0085
1642	0000,0000,0000,0008,0000,0000,0000,000b,0000,0000,0000,0051,0000,0000,0000,0038,0000,0000,0000,0000,0000,0000,0000,0082,0000,0000,0000,0000
1643	0000,0000,0000,0001,0000,0000,0000,0009,0000,0000,0000,0040,0000,0000,0000,0036,0000,0000,0000,0000,0000,0000,0000,007f,0000,0000,0000,0091
1644	0000,0000,0000,0001,0000,0000,0000,000b,0000,0000,0000,0043,0000,0000,0000,002f,0000,0000,0000,0000,0000,0000,0000,0061,0000,0000,0000,008a
1645	0000,0000,0000,0002,0000,0000,0000,000c,0000,0000,0000,004f,0000,0000,0000,0035,0000,0000,0000,0000,0000,0000,0000,0072,0000,0000,0000,008b
1646	0000,0000,0000,0006,0000,0000,0000,000e,0000,0000,0000,004d,0000,0000,0000,0030,0000,0000,0000,0055,0000,0000,0000,0083,0000,0000,0000,009e
1647	0000,0000,0000,0003,0000,0000,0000,0011,0000,0000,0000,0045,0000,0000,0000,0025,0000,0000,0000,0000,0000,0000,0000,006c,0000,0000,0000,0085
1648	0000,0000,0000,0007,0000,0000,0000,0009,0000,0000,0000,0049,0000,0000,0000,0037,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,008b
1649	0000,0000,0000,0007,0000,0000,0000,0009,0000,0000,0000,0042,0000,0000,0000,0028,0000,0000,0000,0059,0000,0000,0000,0000,0000,0000,0000,0088
1650	0000,0000,0000,0007,0000,0000,0000,000b,0000,0000,0000,0043,0000,0000,0000,0030,0000,0000,0000,0000,0000,0000,0000,0079,0000,0000,0000,0088
1651	0000,0000,0000,0007,0000,0000,0000,000e,0000,0000,0000,0043,0000,0000,0000,003b,0000,0000,0000,0000,0000,0000,0000,0077,0000,0000,0000,008b
1652	0000,0000,0000,0003,0000,0000,0000,0011,0000,0000,0000,0042,0000,0000,0000,0038,0000,0000,0000,0059,0000,0000,0000,0065,0000,0000,0000,0098
1653	0000,0000,0000,0003,0000,0000,0000,001b,0000,0000,0000,0042,0000,0000,0000,0030,0000,0000,0000,0058,0000,0000,0000,007b,0000,0000,0000,0091
1654	0000,0000,0000,0001,0000,0000,0000,0011,0000,0000,0000,0048,0000,0000,0000,0030,0000,0000,0000,0059,0000,0000,0000,0000,0000,0000,0000,0091
1655	0000,0000,0000,0004,0000,0000,0000,0009,0000,0000,0000,004a,0000,0000,0000,0030,0000,0000,0000,0000,0000,0000,0000,006f,0000,0000,0000,0088
1656	0000,0000,0000,0001,0000,0000,0000,0010,0000,0000,0000,003d,0000,0000,0000,0036,0000,0000,0000,0055,0000,0000,0000,006f,0000,0000,0000,0092
1657	0000,0000,0000,0003,0000,0000,0000,000d,0000,0000,0000,004b,0000,0000,0000,001d,0000,0000,0000,0000,0000,0000,0000,007c,0000,0000,0000,00a3
1658	0000,0000,0000,0008,0000,0000,0000,0018,0000,0000,0000,004d,0000,0000,0000,001c,0000,0000,0000,0000,0000,0000,0000,0083,0000,0000,0000,0000
1659	0000,0000,0000,0005,0000,0000,0000,000b,0000,0000,0000,0048,0000,0000,0000,003b,0000,0000,0000,0000,0000,0000,0000,0063,0000,0000,0000,008d
1660	0000,0000,0000,0008,0000,0000,0000,001a,0000,0000,0000,0052,0000,0000,0000,0030,0000,0000,0000,0000,0000,0000,0000,0078,0000,0000,0000,0086
1661	0000,0000,0000,0004,0000,0000,0000,0011,0000,0000,0000,004d,0000,0000,0000,001c,0000,0000,0000,0000,0000,0000,0000,0061,0000,0000,0000,0092
1662	0000,0000,0000,0006,0000,0000,0000,0011,0000,0000,0000,0042,0000,0000,0000,0037,0000,0000,0000,0058,0000,0000,0000,007b,0000,0000,0000,00a7
1663	0000,0000,0000,0007,0000,0000,0000,000a,0000,0000,0000,004b,0000,0000,0000,0022,0000,0000,0000,0000,0000,0000,0000,007e,0000,0000,0000,0000
1664	0000,0000,0000,0002,0000,0000,0000,000c,0000,0000,0000,0042,0000,0000,0000,0025,0000,0000,0000,0000,0000,0000,0000,006f,0000,0000,0000,0000
1665	0000,0000,0000,0007,0000,0000,0000,001b,0000,0000,0000,0040,0000,0000,0000,003c,0000,0000,0000,0000,0000,0000,0000,005f,0000,0000,0000,008b
1666	0000,0000,0000,0005,0000,0000,0000,001a,0000,0000,0000,0040,0000,0000,0000,0038,0000,0000,0000,0059,0000,0000,0000,007d,0000,0000,0000,0088
1667	0000,0000,0000,0007,0000,0000,0000,000e,0000,0000,0000,0045,0000,0000,0000,0025,0000,0000,0000,0059,0000,0000,0000,0062,0000,0000,0000,008f
1668	0000,0000,0000,0006,0000,0000,0000,000f,0000,0000,0000,004e,0000,0000,0000,0037,0000,0000,0000,0000,0000,0000,0000,0075,0000,0000,0000,0000
1669	0000,0000,0000,0001,0000,0000,0000,000b,0000,0000,0000,004a,0000,0000,0000,002e,0000,0000,0000,0059,0000,0000,0000,0061,0000,0000,0000,009f
1670	0000,0000,0000,0002,0000,0000,0000,0009,0000,0000,0000,0051,0000,0000,0000,003b,0000,0000,0000,0000,0000,0000,0000,0081,0000,0000,0000,0094
1671	0000,0000,0000,0003,0000,0000,0000,000c,0000,0000,0000,0045,0000,0000,0000,001c,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0094
1672	0000,0000,0000,0005,0000,0000,0000,000c,0000,0000,0000,0051,0000,0000,0000,001c,0000,0000,0000,0000,0000,0000,0000,005c,0000,0000,0000,0000
1673	0000,0000,0000,0002,0000,0000,0000,000b,0000,0000,0000,003d,0000,0000,0000,0037,0000,0000,0000,0058,0000,0000,0000,007b,0000,0000,0000,00a0
1674	0000,0000,0000,0001,0000,0000,0000,0009,0000,0000,0000,0040,0000,0000,0000,0021,0000,0000,0000,0000,0000,0000,0000,0060,0000,0000,0000,008e
1675	0000,0000,0000,0001,0000,0000,0000,0014,0000,0000,0000,004d,0000,0000,0000,001c,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,00a3
1676	0000,0000,0000,0001,0000,0000,0000,000f,0000,0000,0000,004e,0000,0000,0000,001c,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,008c
1677	0000,0000,0000,0001,0000,0000,0000,001b,0000,0000,0000,004e,0000,0000,0000,0036,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000
1678	0000,0000,0000,0001,0000,0000,0000,000c,0000,0000,0000,0051,0000,0000,0000,0038,0000,0000,0000,0000,0000,0000,0000,0071,0000,0000,0000,0095
1679	0000,0000,0000,0007,0000,0000,0000,000b,0000,0000,0000,003d,0000,0000,0000,001f,0000,0000,0000,0059,0000,0000,0000,0070,0000,0000,0000,0095
1680	0000,0000,0000,0005,0000,0000,0000,001a,0000,0000,0000,003d,0000,0000,0000,001f,0000,0000,0000,0057,0000,0000,0000,005e,0000,0000,0000,00a1
1681	0000,0000,0000,0007,0000,0000,0000,0018,0000,0000,0000,0040,0000,0000,0000,001c,0000,0000,0000,0000,0000,0000,0000,007e,0000,0000,0000,009c
1682	0000,0000,0000,0004,0000,0000,0000,000c,0000,0000,0000,004d,0000,0000,0000,001c,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,008b
1683	0000,0000,0000,0007,0000,0000,0000,000e,0000,0000,0000,003d,0000,0000,0000,003a,0000,0000,0000,0000,0000,0000,0000,0084,0000,0000,0000,009f
1684	0000,0000,0000,0006,0000,0000,0000,0018,0000,0000,0000,004c,0000,0000,0000,0030,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0085
1685	0000,0000,0000,0001,0000,0000,0000,001b,0000,0000,0000,0045,0000,0000,0000,0025,0000,0000,0000,0058,0000,0000,0000,0000,0000,0000,0000,008b
1686	0000,0000,0000,0003,0000,0000,0000,000d,0000,0000,0000,0053,0000,0000,0000,003a,0000,0000,0000,0000,0000,0000,0000,0071,0000,0000,0000,008f
1687	0000,0000,0000,0004,0000,0000,0000,0016,0000,0000,0000,0052,0000,0000,0000,001f,0000,0000,0000,0000,0000,0000,0000,006c,0000,0000,0000,008e
1688	0000,0000,0000,0005,0000,0000,0000,000e,0000,0000,0000,003e,0000,0000,0000,001c,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0085
1689	0000,0000,0000,0002,0000,0000,0000,001b,0000,0000,0000,0053,0000,0000,0000,0030,0000,0000,0000,0058,0000,0000,0000,0078,0000,0000,0000,0092
1690	0000,0000,0000,0006,0000,0000,0000,000a,0000,0000,0000,0051,0000,0000,0000,0030,0000,0000,0000,0000,0000,0000,0000,005e,0000,0000,0000,0086
1691	0000,0000,0000,0007,0000,0000,0000,0013,0000,0000,0000,0042,0000,0000,0000,003c,0000,0000,0000,0056,0000,0000,0000,007b,0000,0000,0000,0085
1692	0000,0000,0000,0003,0000,0000,0000,001a,0000,0000,0000,0048,0000,0000,0000,0025,0000,0000,0000,0000,0000,0000,0000,0075,0000,0000,0000,00a1
1693	0000,0000,0000,0008,0000,0000,0000,0018,0000,0000,0000,0042,0000,0000,0000,0038,0000,0000,0000,0000,0000,0000,0000,0068,0000,0000,0000,0093
1694	0000,0000,0000,0002,0000,0000,0000,0014,0000,0000,0000,0048,0000,0000,0000,001c,0000,0000,0000,0056,0000,0000,0000,0083,0000,0000,0000,0091
1695	0000,0000,0000,0003,0000,0000,0000,000c,0000,0000,0000,003e,0000,0000,0000,0025,0000,0000,0000,0000,0000,0000,0000,005f,0000,0000,0000,0092
1696	0000,0000,0000,0003,0000,0000,0000,0009,0000,0000,0000,003d,0000,0000,0000,001c,0000,0000,0000,0000,0000,0000,0000,007e,0000,0000,0000,00a4
1697	0000,0000,0000,0002,0000,0000,0000,001a,0000,0000,0000,0042,0000,0000,0000,0035,0000,0000,0000,0000,0000,0000,0000,0073,0000,0000,0000,0099
1698	0000,0000,0000,0003,0000,0000,0000,0011,0000,0000,0000,004e,0000,0000,0000,0028,0000,0000,0000,0000,0000,0000,0000,0063,0000,0000,0000,0092
1699	0000,0000,0000,0002,0000,0000,0000,000b,0000,0000,0000,003f,0000,0000,0000,0030,0000,0000,0000,0000,0000,0000,0000,0066,0000,0000,0000,00a2
1700	0000,0000,0000,0003,0000,0000,0000,0009,0000,0000,0000,0043,0000,0000,0000,003a,0000,0000,0000,0000,0000,0000,0000,0084,0000,0000,0000,0095
1701	0000,0000,0000,0004,0000,0000,0000,000d,0000,0000,0000,0040,0000,0000,0000,0025,0000,0000,0000,0056,0000,0000,0000,0079,0000,0000,0000,009f
1702	0000,0000,0000,0008,0000,0000,0000,0011,0000,0000,0000,0044,0000,0000,0000,0028,0000,0000,0000,0000,0000,0000,0000,006c,0000,0000,0000,00a0
1703	0000,0000,0000,0007,0000,0000,0000,0018,0000,0000,0000,004c,0000,0000,0000,0025,0000,0000,0000,0057,0000,0000,0000,0000,0000,0000,0000,0095
1704	0000,0000,0000,0003,0000,0000,0000,000b,0000,0000,0000,0044,0000,0000,0000,0034,0000,0000,0000,0059,0000,0000,0000,0000,0000,0000,0000,0000
1705	0000,0000,0000,0007,0000,0000,0000,000b,0000,0000,0000,0044,0000,0000,0000,001f,0000,0000,0000,0000,0000,0000,0000,005f,0000,0000,0000,0095
1706	0000,0000,0000,0005,0000,0000,0000,0011,0000,0000,0000,0042,0000,0000,0000,001f,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,009a
1707	0000,0000,0000,0006,0000,0000,0000,000e,0000,0000,0000,0051,0000,0000,0000,003b,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,008b
1708	0000,0000,0000,0006,0000,0000,0000,0014,0000,0000,0000,004c,0000,0000,0000,001c,0000,0000,0000,0055,0000,0000,0000,0063,0000,0000,0000,0000
1709	0000,0000,0000,0002,0000,0000,0000,000b,0000,0000,0000,0051,0000,0000,0000,002f,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0089
1710	0000,0000,0000,0002,0000,0000,0000,0015,0000,0000,0000,0045,0000,0000,0000,001c,0000,0000,0000,0000,0000,0000,0000,006d,0000,0000,0000,0000
1711	0000,0000,0000,0006,0000,0000,0000,000a,0000,0000,0000,0043,0000,0000,0000,003c,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,00a1
1712	0000,0000,0000,0008,0000,0000,0000,0018,0000,0000,0000,004f,0000,0000,0000,0025,0000,0000,0000,0058,0000,0000,0000,0084,0000,0000,0000,0090
1713	0000,0000,0000,0001,0000,0000,0000,0012,0000,0000,0000,0043,0000,0000,0000,001c,0000,0000,0000,0000,0000,0000,0000,0064,0000,0000,0000,0092
1714	0000,0000,0000,0004,0000,0000,0000,0018,0000,0000,0000,0043,0000,0000,0000,001d,0000,0000,0000,0000,0000,0000,0000,006d,0000,0000,0000,0000
1715	0000,0000,0000,0007,0000,0000,0000,0018,0000,0000,0000,0043,0000,0000,0000,0025,0000,0000,0000,0000,0000,0000,0000,006f,0000,0000,0000,00a1
1716	0000,0000,0000,0004,0000,0000,0000,000b,0000,0000,0000,004c,0000,0000,0000,0038,0000,0000,0000,0058,0000,0000,0000,0063,0000,0000,0000,0097
1717	0000,0000,0000,0007,0000,0000,0000,0011,0000,0000,0000,0042,0000,0000,0000,0020,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,00a4
1718	0000,0000,0000,0004,0000,0000,0000,000b,0000,0000,0000,0040,0000,0000,0000,003c,0000,0000,0000,0000,0000,0000,0000,0068,0000,0000,0000,0000
1719	0000,0000,0000,0003,0000,0000,0000,000c,0000,0000,0000,004e,0000,0000,0000,0028,0000,0000,0000,0000,0000,0000,0000,0064,0000,0000,0000,009b
1720	0000,0000,0000,0006,0000,0000,0000,0009,0000,0000,0000,0045,0000,0000,0000,0037,0000,0000,0000,0059,0000,0000,0000,007f,0000,0000,0000,008f
1721	0000,0000,0000,0002,0000,0000,0000,000e,0000,0000,0000,0042,0000,0000,0000,002e,0000,0000,0000,0000,0000,0000,0000,007c,0000,0000,0000,00a7
1722	0000,0000,0000,0001,0000,0000,0000,000c,0000,0000,0000,0040,0000,0000,0000,0025,0000,0000,0000,0058,0000,0000,0000,0000,0000,0000,0000,00a1
1723	0000,0000,0000,0007,0000,0000,0000,000e,0000,0000,0000,0040,0000,0000,0000,0034,0000,0000,0000,0000,0000,0000,0000,0065,0000,0000,0000,0000
1724	0000,0000,0000,0005,0000,0000,0000,0014,0000,0000,0000,0043,0000,0000,0000,001c,0000,0000,0000,0059,0000,0000,0000,007b,0000,0000,0000,008e
1725	0000,0000,0000,0004,0000,0000,0000,000b,0000,0000,0000,0041,0000,0000,0000,003c,0000,0000,0000,0000,0000,0000,0000,0078,0000,0000,0000,0095
1726	0000,0000,0000,0004,0000,0000,0000,0017,0000,0000,0000,0043,0000,0000,0000,0025,0000,0000,0000,0000,0000,0000,0000,0076,0000,0000,0000,0000
1727	0000,0000,0000,0002,0000,0000,0000,000b,0000,0000,0000,0042,0000,0000,0000,0030,0000,0000,0000,0000,0000,0000,0000,007e,0000,0000,0000,00a7
1728	0000,0000,0000,0001,0000,0000,0000,0009,0000,0000,0000,0042,0000,0000,0000,001c,0000,0000,0000,0059,0000,0000,0000,0065,0000,0000,0000,009f
1729	0000,0000,0000,0001,0000,0000,0000,0014,0000,0000,0000,003d,0000,0000,0000,0025,0000,0000,0000,0000,0000,0000,0000,0061,0000,0000,0000,00a7
1730	0000,0000,0000,0001,0000,0000,0000,001b,0000,0000,0000,0042,0000,0000,0000,001c,0000,0000,0000,0059,0000,0000,0000,0079,0000,0000,0000,00a0
1731	0000,0000,0000,0008,0000,0000,0000,000c,0000,0000,0000,004f,0000,0000,0000,003b,0000,0000,0000,0056,0000,0000,0000,006f,0000,0000,0000,0000
1732	0000,0000,0000,0005,0000,0000,0000,000c,0000,0000,0000,0053,0000,0000,0000,0035,0000,0000,0000,0000,0000,0000,0000,0080,0000,0000,0000,0099
1733	0000,0000,0000,0005,0000,0000,0000,0009,0000,0000,0000,004c,0000,0000,0000,003c,0000,0000,0000,0000,0000,0000,0000,006a,0000,0000,0000,008d
1734	0000,0000,0000,0001,0000,0000,0000,0017,0000,0000,0000,0042,0000,0000,0000,001f,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0090
1735	0000,0000,0000,0004,0000,0000,0000,0014,0000,0000,0000,004f,0000,0000,0000,003c,0000,0000,0000,0059,0000,0000,0000,007b,0000,0000,0000,008f
1736	0000,0000,0000,0002,0000,0000,0000,0018,0000,0000,0000,0053,0000,0000,0000,0024,0000,0000,0000,0056,0000,0000,0000,0000,0000,0000,0000,0000
1737	0000,0000,0000,0005,0000,0000,0000,0018,0000,0000,0000,0044,0000,0000,0000,0034,0000,0000,0000,0000,0000,0000,0000,0067,0000,0000,0000,009b
1738	0000,0000,0000,0004,0000,0000,0000,0014,0000,0000,0000,003e,0000,0000,0000,002f,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0091
1739	0000,0000,0000,0001,0000,0000,0000,0018,0000,0000,0000,0042,0000,0000,0000,001c,0000,0000,0000,0057,0000,0000,0000,0063,0000,0000,0000,0099
1740	0000,0000,0000,0004,0000,0000,0000,000b,0000,0000,0000,004d,0000,0000,0000,001c,0000,0000,0000,0056,0000,0000,0000,005b,0000,0000,0000,0000
1741	0000,0000,0000,0001,0000,0000,0000,0009,0000,0000,0000,0053,0000,0000,0000,003b,0000,0000,0000,0000,0000,0000,0000,0064,0000,0000,0000,0085
1742	0000,0000,0000,0001,0000,0000,0000,0014,0000,0000,0000,003d,0000,0000,0000,001c,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,008b
1743	0000,0000,0000,0006,0000,0000,0000,000d,0000,0000,0000,0048,0000,0000,0000,0025,0000,0000,0000,0000,0000,0000,0000,007b,0000,0000,0000,0092
1744	0000,0000,0000,0004,0000,0000,0000,0012,0000,0000,0000,004a,0000,0000,0000,001c,0000,0000,0000,0058,0000,0000,0000,0075,0000,0000,0000,0000
1745	0000,0000,0000,0007,0000,0000,0000,000a,0000,0000,0000,004e,0000,0000,0000,0025,0000,0000,0000,0000,0000,0000,0000,005f,0000,0000,0000,0000
1746	0000,0000,0000,0008,0000,0000,0000,000d,0000,0000,0000,0042,0000,0000,0000,0025,0000,0000,0000,0056,0000,0000,0000,005f,0000,0000,0000,008c
1747	0000,0000,0000,0005,0000,0000,0000,0009,0000,0000,0000,003d,0000,0000,0000,0025,0000,0000,0000,0000,0000,0000,0000,006d,0000,0000,0000,0000
1748	0000,0000,0000,0007,0000,0000,0000,000e,0000,0000,0000,0042,0000,0000,0000,0025,0000,0000,0000,0000,0000,0000,0000,005a,0000,0000,0000,0000
1749	0000,0000,0000,0004,0000,0000,0000,0016,0000,0000,0000,0048,0000,0000,0000,0030,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,00a2
1750	0000,0000,0000,0003,0000,0000,0000,000e,0000,0000,0000,003d,0000,0000,0000,0025,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,00a2
1751	0000,0000,0000,0006,0000,0000,0000,000b,0000,0000,0000,0043,0000,0000,0000,0027,0000,0000,0000,0000,0000,0000,0000,0078,0000,0000,0000,0091
1752	0000,0000,0000,0006,0000,0000,0000,0014,0000,0000,0000,0044,0000,0000,0000,0025,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0088
1753	0000,0000,0000,0007,0000,0000,0000,001b,0000,0000,0000,0045,0000,0000,0000,0025,0000,0000,0000,0000,0000,0000,0000,0075,0000,0000,0000,0000
1754	0000,0000,0000,0002,0000,0000,0000,0010,0000,0000,0000,0051,0000,0000,0000,0038,0000,0000,0000,0059,0000,0000,0000,007c,0000,0000,0000,00a6
1755	0000,0000,0000,0002,0000,0000,0000,0009,0000,0000,0000,004d,0000,0000,0000,0035,0000,0000,0000,0000,0000,0000,0000,0082,0000,0000,0000,008f
1756	0000,0000,0000,0005,0000,0000,0000,000e,0000,0000,0000,004f,0000,0000,0000,0034,0000,0000,0000,0000,0000,0000,0000,006c,0000,0000,0000,0096
1757	0000,0000,0000,0008,0000,0000,0000,000b,0000,0000,0000,003f,0000,0000,0000,0025,0000,0000,0000,0000,0000,0000,0000,0073,0000,0000,0000,00a4
1758	0000,0000,0000,0001,0000,0000,0000,0014,0000,0000,0000,004d,0000,0000,0000,001c,0000,0000,0000,0057,0000,0000,0000,006d,0000,0000,0000,0000
1759	0000,0000,0000,0001,0000,0000,0000,0009,0000,0000,0000,004f,0000,0000,0000,001c,0000,0000,0000,0000,0000,0000,0000,007d,0000,0000,0000,0000
1760	0000,0000,0000,0004,0000,0000,0000,0009,0000,0000,0000,0040,0000,0000,0000,001c,0000,0000,0000,0000,0000,0000,0000,0070,0000,0000,0000,008a
1761	0000,0000,0000,0001,0000,0000,0000,000f,0000,0000,0000,0042,0000,0000,0000,0025,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,00a5
1762	0000,0000,0000,0007,0000,0000,0000,000b,0000,0000,0000,0044,0000,0000,0000,0025,0000,0000,0000,0054,0000,0000,0000,0078,0000,0000,0000,0000
1763	0000,0000,0000,0005,0000,0000,0000,0010,0000,0000,0000,0042,0000,0000,0000,0028,0000,0000,0000,0056,0000,0000,0000,007b,0000,0000,0000,0000
1764	0000,0000,0000,0001,0000,0000,0000,000c,0000,0000,0000,0042,0000,0000,0000,0037,0000,0000,0000,0000,0000,0000,0000,005d,0000,0000,0000,008b
1765	0000,0000,0000,0003,0000,0000,0000,0011,0000,0000,0000,0051,0000,0000,0000,002f,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0090
1766	0000,0000,0000,0003,0000,0000,0000,0012,0000,0000,0000,004d,0000,0000,0000,0037,0000,0000,0000,0056,0000,0000,0000,0073,0000,0000,0000,008c
1767	0000,0000,0000,0003,0000,0000,0000,000e,0000,0000,0000,0053,0000,0000,0000,001f,0000,0000,0000,0000,0000,0000,0000,007d,0000,0000,0000,00a2
1768	0000,0000,0000,0007,0000,0000,0000,0014,0000,0000,0000,0042,0000,0000,0000,0038,0000,0000,0000,0057,0000,0000,0000,007a,0000,0000,0000,0000
